title,description,summary,pubDate,url
新規開発の不確実性を軽減する「仮説検証型アジャイル開発」の支援サービスを提供　Relicとレッドジャーニー,Relicとレッドジャーニーは、顧客のデジタル領域での新規事業創出やデジタルトランスフォーメーション（DX）推進の強化に向けて業務提携した。「仮説検証型アジャイル開発」を推奨し、必要な支援をする。,Relicとレッドジャーニーは、顧客のデジタル領域での新規事業創出やデジタルトランスフォーメーション（DX）推進の強化に向けて業務提携した。「仮説検証型アジャイル開発」を推奨し、必要な支援をする。,Thu Oct 29 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2010/29/news033.html
「VS Code」内から「Microsoft Edge」の開発者ツールが利用可能に,Microsoftはオープンソースコードエディタ「Visual Studio Code」向けの拡張機能「Microsoft Edge Tools for VS Code」の一般提供を開始した。Webアプリケーションやサービスを開発する際にツールを切り替える必要がなくなり、開発者の負担も減るという。,Microsoftはオープンソースコードエディタ「Visual Studio Code」向けの拡張機能「Microsoft Edge Tools for VS Code」の一般提供を開始した。Webアプリケーションやサービスを開発する際にツールを切り替える必要がなくなり、開発者の負担も減るという。,Fri Oct 16 2020 15:30:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2010/16/news112.html
元営業のデータサイエンティストが見つけた「現場でデータ活用が進まない理由」,データを分析、活用し、ビジネスを成長させようとするとき「現場で利用されない」という壁にぶつかる企業は少なくない。現場で使われるデータ分析を実現するためにはどのようなアプローチが有効なのだろうか。,データを分析、活用し、ビジネスを成長させようとするとき「現場で利用されない」という壁にぶつかる企業は少なくない。現場で使われるデータ分析を実現するためにはどのようなアプローチが有効なのだろうか。,Tue Jan 26 2021 05:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2101/22/news005.html
Oracle、「Oracle Database 21c」をOracle Cloudで提供開始,Oracleは、コンバージドデータベースの最新バージョン「Oracle Database 21c」を「Oracle Cloud」で提供開始した。Oracle Database 21cでは、200を超える新しいイノベーションが導入された。Oracleのコンバージドデータベース戦略にのっとった製品だ。,Oracleは、コンバージドデータベースの最新バージョン「Oracle Database 21c」を「Oracle Cloud」で提供開始した。Oracle Database 21cでは、200を超える新しいイノベーションが導入された。Oracleのコンバージドデータベース戦略にのっとった製品だ。,Mon Jan 18 2021 16:30:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2101/18/news095.html
AWSが「Amazon Aurora Serverless」の次期バージョンを発表、SQL Serverからの移行を助ける機能も,Amazon Web Services（AWS）は、よりスケールアップが柔軟になった「Amazon Aurora Serverless」の次期バージョンを発表した。併せて「Microsoft SQL Server」ワークロードを「Amazon Aurora PostgreSQL」で実行できる新機能も発表した。,Amazon Web Services（AWS）は、よりスケールアップが柔軟になった「Amazon Aurora Serverless」の次期バージョンを発表した。併せて「Microsoft SQL Server」ワークロードを「Amazon Aurora PostgreSQL」で実行できる新機能も発表した。,Wed Dec 23 2020 11:30:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2012/23/news057.html
オープンデータをWeb API化　内閣官房のIT総合戦略室が「APIプラットフォームサイト」を開設,内閣官房の情報通信技術総合戦略室は、オープンデータの横断的活用の機能を備えた「APIプラットフォームサイト」を開設した。第1弾として地方公共団体が公開している新型コロナウイルス感染症関連のデータをWeb API化した。,内閣官房の情報通信技術総合戦略室は、オープンデータの横断的活用の機能を備えた「APIプラットフォームサイト」を開設した。第1弾として地方公共団体が公開している新型コロナウイルス感染症関連のデータをWeb API化した。,Tue Dec 22 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2012/22/news041.html
PR： スペシャリストが語る「なじみ深いSQL ServerがDXの基盤になる理由」とは何か,DXを推進する上で、データベースの課題に悩む企業は少なくない。SQL Serverを熟知したスペシャリストによると「企業になじみのあるSQL Serverがそのままデータの価値を引き出すためのDX基盤になる」という。,DXを推進する上で、データベースの課題に悩む企業は少なくない。SQL Serverを熟知したスペシャリストによると「企業になじみのあるSQL Serverがそのままデータの価値を引き出すためのDX基盤になる」という。,Tue Dec 01 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2011/30/news008.html
PR： 社内にある膨大なデータの移行と活用は「データレイク」でどう実現できるのか,デジタルトランスフォーメーション（DX）の推進で重要となる「データ活用」。だが、増え続けるデータの保管、管理すらままならない企業は少なくない。このようなデータ周りの課題はどのように解決していけばよいのだろうか。,デジタルトランスフォーメーション（DX）の推進で重要となる「データ活用」。だが、増え続けるデータの保管、管理すらままならない企業は少なくない。このようなデータ周りの課題はどのように解決していけばよいのだろうか。,Mon Nov 02 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2011/02/news014.html
PR： 大規模データベースのバックアップにも、ランサムウェア対策にも有効な、データマネジメント基盤とは,業務データはデータセンター内のシステムだけでなく、クラウドや各地拠点といった、さまざまな環境で管理されていることが少なくない。サイロ化したデータを確実にバックアップしつつ、それらのデータを有効活用するにはどうすべきか。,業務データはデータセンター内のシステムだけでなく、クラウドや各地拠点といった、さまざまな環境で管理されていることが少なくない。サイロ化したデータを確実にバックアップしつつ、それらのデータを有効活用するにはどうすべきか。,Thu Oct 29 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2010/22/news004.html
PR： 一歩先を見据えた変革のためには、どのようにデータ活用を進めればよいのか,グーグル・クラウド・ジャパンが実施したオンラインイベントでは、企業がDXに取り組む上でどのようにデータ活用を進めればよいかが議論された。ここでは、セッション内容から、DXの本質を理解するヒントとデータ活用法を探る。,グーグル・クラウド・ジャパンが実施したオンラインイベントでは、企業がDXに取り組む上でどのようにデータ活用を進めればよいかが議論された。ここでは、セッション内容から、DXの本質を理解するヒントとデータ活用法を探る。,Wed Oct 28 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2010/28/news003.html
データとアナリティクスの推進に重視すべき12の役割、ガートナーが発表,ガートナー ジャパンは、サポートやデータ、アナリティクスに関する12の役割を発表した。データとアナリティクスを推進するために重視すべきとし、データ／アナリティクスリーダーは今すぐ検討する必要があると提言している。,ガートナー ジャパンは、サポートやデータ、アナリティクスに関する12の役割を発表した。データとアナリティクスを推進するために重視すべきとし、データ／アナリティクスリーダーは今すぐ検討する必要があると提言している。,Fri Sep 25 2020 11:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2009/24/news122.html
ビッグデータの取り組みではデータベースが重要、SQLとNoSQLのどちらが優位なのか,Cockroach Labsは、ソフトウェア開発者のオンラインコミュニティー「DZone.com」が発表したデータベーストレンドレポート「Database Evolution: SQL or NoSQL in the Age of Big Data」を取り上げて、ビッグデータへ取り組む企業がSQLとNoSQLデータベースをどの程度利用しているのかを紹介した。,Cockroach Labsは、ソフトウェア開発者のオンラインコミュニティー「DZone.com」が発表したデータベーストレンドレポート「Database Evolution: SQL or NoSQL in the Age of Big Data」を取り上げて、ビッグデータへ取り組む企業がSQLとNoSQLデータベースをどの程度利用しているのかを紹介した。,Thu Sep 24 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2009/23/news150.html
Microsoft、「Azure Cosmos DB」のサーバレス価格モデルのプレビューを開始,Microsoftは、「Azure Cosmos DB」のサーバレス価格モデルのプレビューを開始した。この新しい使用量ベース価格モデルにより、スループットをプロビジョニングすることなく高い費用対効果で利用できるという。,Microsoftは、「Azure Cosmos DB」のサーバレス価格モデルのプレビューを開始した。この新しい使用量ベース価格モデルにより、スループットをプロビジョニングすることなく高い費用対効果で利用できるという。,Fri Aug 21 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2008/21/news042.html
Always On 可用性グループの正常性情報を出力する,「Microsoft SQL Server」が稼働するデータベースシステムを運用する管理者に向け、「動的管理ビュー」の活用を軸にしたトラブル対策のためのノウハウを紹介していきます。今回はAlways On 可用性グループの正常性情報を出力する「sys.dm_hadr_availability_group_states」を解説します。,「Microsoft SQL Server」が稼働するデータベースシステムを運用する管理者に向け、「動的管理ビュー」の活用を軸にしたトラブル対策のためのノウハウを紹介していきます。今回はAlways On 可用性グループの正常性情報を出力する「sys.dm_hadr_availability_group_states」を解説します。,Tue Jun 23 2020 05:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2006/23/news008.html
Oracle、統合型開発／デリバリー環境「Oracle Visual Builder Platform」をリリース,Oracleは、開発チームがクラウドネイティブアプリケーションの開発とデリバリーを行うための完全な統合環境「Oracle Visual Builder Platform」を提供開始した。,Oracleは、開発チームがクラウドネイティブアプリケーションの開発とデリバリーを行うための完全な統合環境「Oracle Visual Builder Platform」を提供開始した。,Thu Jun 11 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2006/11/news028.html
平成から令和で「なじみ深さ」が変わった単語とは　NTTが令和版単語親密度データベースを構築,NTTは、約16万3000語からなる「令和版単語親密度データベース」を構築した。約20年前に作成した、約7万7000語からなる平成版データベースを更新。さらに語彙数調査を実施して、各学年・年齢での語彙獲得状況をモデル化した。,NTTは、約16万3000語からなる「令和版単語親密度データベース」を構築した。約20年前に作成した、約7万7000語からなる平成版データベースを更新。さらに語彙数調査を実施して、各学年・年齢での語彙獲得状況をモデル化した。,Fri Jun 05 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2006/05/news034.html
PR： MDMの課題を「短期間、低コスト」で一挙に解決する方法とは,「データからいかに価値を生み出すか」というテーマに多くの企業が取り組んでいる。だが、データ活用の成果を左右するマスターデータ管理については、予算、スキル、人員不足などの制約を受け、さまざまな課題を抱え続けている例が多い。そうした“積年の課題”を短期間で解決できる手段とは何か？　詳細を探った。,「データからいかに価値を生み出すか」というテーマに多くの企業が取り組んでいる。だが、データ活用の成果を左右するマスターデータ管理については、予算、スキル、人員不足などの制約を受け、さまざまな課題を抱え続けている例が多い。そうした“積年の課題”を短期間で解決できる手段とは何か？　詳細を探った。,Wed Mar 18 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2003/18/news004.html
新型コロナウイルス対策向け無償サービスを検索しやすく、標準データ化　経済産業省,政府は、新型コロナウイルス感染症対策の影響による企業のテレワーク化や学校の休校などへの対応に向けて、企業が無償提供するオンライン学習や在宅ワーク支援サービスなどの情報をまとめたWebサイトを公開した。,政府は、新型コロナウイルス感染症対策の影響による企業のテレワーク化や学校の休校などへの対応に向けて、企業が無償提供するオンライン学習や在宅ワーク支援サービスなどの情報をまとめたWebサイトを公開した。,Wed Mar 11 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2003/11/news032.html
Always On 可用性グループで試行したページの自動修復情報を出力する,「Microsoft SQL Server」が稼働するデータベースシステムを運用する管理者に向け、「動的管理ビュー」の活用を軸にしたトラブル対策のためのノウハウを紹介していきます。今回はAlways On 可用性グループで試行したページの自動修復情報を出力する「sys.dm_hadr_auto_page_repair」を解説します。,「Microsoft SQL Server」が稼働するデータベースシステムを運用する管理者に向け、「動的管理ビュー」の活用を軸にしたトラブル対策のためのノウハウを紹介していきます。今回はAlways On 可用性グループで試行したページの自動修復情報を出力する「sys.dm_hadr_auto_page_repair」を解説します。,Fri Mar 06 2020 05:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2003/06/news009.html
PR： 製品の年次リリースに合わせシンプルになり履修コースも不要に,20年にわたりデータベース管理者のスキルを証明してきた資格「ORACLE MASTER」がリニューアル。レベル構造はそのままに、従来よりも少ない負担で上位資格にチャレンジできるようになった。,20年にわたりデータベース管理者のスキルを証明してきた資格「ORACLE MASTER」がリニューアル。レベル構造はそのままに、従来よりも少ない負担で上位資格にチャレンジできるようになった。,Mon Mar 02 2020 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2003/02/news009.html
PR： ワコールがオムニチャネル戦略、コスト削減に向けて「Oracle Exadata X6-2」を2台導入した理由,新たなIT活用のため、安定性と柔軟性を兼ね備えたITインフラを必要としていたワコール。これまでもITを活用してビジネスを展開してきた同社だが、オムニチャネル戦略や働き方改革など、新たな取り組みを推進するためのプラットフォームとして「Oracle Exadata Database Machine X6-2」の導入に踏み切った。,新たなIT活用のため、安定性と柔軟性を兼ね備えたITインフラを必要としていたワコール。これまでもITを活用してビジネスを展開してきた同社だが、オムニチャネル戦略や働き方改革など、新たな取り組みを推進するためのプラットフォームとして「Oracle Exadata Database Machine X6-2」の導入に踏み切った。,Mon Mar 02 2020 07:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2003/02/news007.html
データを資産と認識しているが、データを活用した意思決定をする従業員が少ない　アクセンチュア,アクセンチュアとQlik Technologiesが実施した「データリテラシーによる人への影響」に関する調査の結果によると、多くの企業がデータに基づいた経営戦略を実践したいと考えているのに対して、従業員はデータから価値を生み出すのに十分な能力を持っておらず、ギャップが生じていることが分かった。,アクセンチュアとQlik Technologiesが実施した「データリテラシーによる人への影響」に関する調査の結果によると、多くの企業がデータに基づいた経営戦略を実践したいと考えているのに対して、従業員はデータから価値を生み出すのに十分な能力を持っておらず、ギャップが生じていることが分かった。,Tue Feb 25 2020 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/2002/25/news033.html
2020年1月1日以降に「日付を誤認識」する不具合、Splunkが公開,Splunkは、マシンデータ分析プラットフォーム「Splunk」で1カ月以内に発生する恐れがある不具合について公表し、原因と対策を説明した。パッチを適用するだけで解決できるものの、2020年1月以降にパッチ適用が遅れると誤ったデータを蓄積してしまう。,Splunkは、マシンデータ分析プラットフォーム「Splunk」で1カ月以内に発生する恐れがある不具合について公表し、原因と対策を説明した。パッチを適用するだけで解決できるものの、2020年1月以降にパッチ適用が遅れると誤ったデータを蓄積してしまう。,Mon Dec 02 2019 10:05:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1912/02/news042.html
GUIでSQL文を自動生成、データ分析サービス「nehan」向けに「SQLビルダー」機能を提供開始,nehanはデータ分析サービス「nehan」向けに、SQL文を自動生成する「SQLビルダー」機能を提供する。対応するデータベースは、「Google BigQuery」「Amazon Athena」「PostgreSQL」。,nehanはデータ分析サービス「nehan」向けに、SQL文を自動生成する「SQLビルダー」機能を提供する。対応するデータベースは、「Google BigQuery」「Amazon Athena」「PostgreSQL」。,Wed Nov 27 2019 08:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1911/27/news035.html
PR： 最高レベルの性能、可用性、セキュリティ、管理性、操作性を提供し続ける「Oracle Exadata」と「Oracle Database」――それぞれの進化のポイント,日本オラクルは2019年9月に発表されたばかりの最新のOracle Exadata「Exadata X8M」と、Oracle Databaseの次期バージョン「Oracle Database 20c」における“進化のポイント”を詳しく紹介した。,日本オラクルは2019年9月に発表されたばかりの最新のOracle Exadata「Exadata X8M」と、Oracle Databaseの次期バージョン「Oracle Database 20c」における“進化のポイント”を詳しく紹介した。,Tue Nov 26 2019 07:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1911/25/news010.html
PR： PostgreSQLの拡張性の課題を解決する「Azure Database for PostgreSQL - Hyperscale (Citus)」――MicrosoftがAzureマネージドサービスで提供する理由,現在は多くのクラウドで「PostgreSQL」が利用できる。Microsoftも「Azure Database for PostgreSQL」を提供し、多くのユーザーが活用中だ。一方で、PostgreSQLのワークロードが増加した際、アプリケーションの修正なしでは拡張が難しいという課題も浮上してきた。この課題解決のためにMicrosoftが新たに提供を開始した「Hyperscale (Citus)」は、ユーザーが抱える課題をどのようにして解決してくれるのだろうか。,現在は多くのクラウドで「PostgreSQL」が利用できる。Microsoftも「Azure Database for PostgreSQL」を提供し、多くのユーザーが活用中だ。一方で、PostgreSQLのワークロードが増加した際、アプリケーションの修正なしでは拡張が難しいという課題も浮上してきた。この課題解決のためにMicrosoftが新たに提供を開始した「Hyperscale (Citus)」は、ユーザーが抱える課題をどのようにして解決してくれるのだろうか。,Tue Nov 05 2019 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1911/06/news003.html
Amazon、75ペタバイトの業務データをOracle Databaseから各種のAWSサービスへ移行,Amazonは、7500近くのOracle Databaseに保存していた75PBのデータを、さまざまなAWSデータベースサービスに移行した。レガシーなデータベースの運用管理から技術者を解放し、より優れた顧客エクスペリエンスの提供へと向かうためだ。コスト削減と性能向上にも成功した。,Amazonは、7500近くのOracle Databaseに保存していた75PBのデータを、さまざまなAWSデータベースサービスに移行した。レガシーなデータベースの運用管理から技術者を解放し、より優れた顧客エクスペリエンスの提供へと向かうためだ。コスト削減と性能向上にも成功した。,Fri Oct 18 2019 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1910/18/news038.html
PR： 「大量データから簡単に“答え”を引き出せる」は本当か？――テラデータに聞く、「ベンダーメッセージ、本当の話」,DXトレンドが進展し、全ての企業にとって不可欠な取り組みとなっている「データ活用」。だが「収集・蓄積」はできても、その先の「活用」、さらには「具体的な成果の獲得」にまで至っている企業は少ないのが現実だ。にもかかわらず、メディアなどで見掛けるベンダーメッセージは夢物語のようなものばかり――。では「大量データから簡単に“答え”を引き出せる」とうたっている「Teradata Vantage」の場合は、どうなのか？　メッセージの裏側を聞いた。,DXトレンドが進展し、全ての企業にとって不可欠な取り組みとなっている「データ活用」。だが「収集・蓄積」はできても、その先の「活用」、さらには「具体的な成果の獲得」にまで至っている企業は少ないのが現実だ。にもかかわらず、メディアなどで見掛けるベンダーメッセージは夢物語のようなものばかり――。では「大量データから簡単に“答え”を引き出せる」とうたっている「Teradata Vantage」の場合は、どうなのか？　メッセージの裏側を聞いた。,Thu Oct 17 2019 10:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1910/15/news004.html
Oracle DBで必須、まずは「超入門『PL/SQL』」で基本をしっかり押さえよう,人気過去連載を電子書籍化して無料でダウンロード提供する＠IT eBookシリーズ。第56弾では「超入門『PL/SQL』全9回を1冊のPDFとしてまとめた。Oracle Databaseに拡張されたSQLであるPL/SQLの基本を紹介する。,人気過去連載を電子書籍化して無料でダウンロード提供する＠IT eBookシリーズ。第56弾では「超入門『PL/SQL』全9回を1冊のPDFとしてまとめた。Oracle Databaseに拡張されたSQLであるPL/SQLの基本を紹介する。,Wed Sep 25 2019 05:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1909/25/news012.html
Oracle Database 20cが登場、一部機能を期限なく無料で試せる「Always Free」を開始,Oracleは年次イベント「Oracle OpenWorld 2019」において、自律型データベースの機能拡充や「Exadata」ポートフォリオの拡大、Oracle Autonomous DatabaseとOracle Cloud Infrastructureの一部機能を期限なしで無料で試せる「Always Free」、顧客データの自動保護ソリューションを発表した。,Oracleは年次イベント「Oracle OpenWorld 2019」において、自律型データベースの機能拡充や「Exadata」ポートフォリオの拡大、Oracle Autonomous DatabaseとOracle Cloud Infrastructureの一部機能を期限なしで無料で試せる「Always Free」、顧客データの自動保護ソリューションを発表した。,Wed Sep 18 2019 18:00:00 GMT+0900 (日本標準時),https://www.atmarkit.co.jp/ait/articles/1909/18/news086.html
C／C++言語対応テストツールの新バージョン、AIサポート機能などを追加,テクマトリックスは、Parasoft CorporationのC言語およびC++言語対応テストツールの新バージョン「C++test 2020.2」の販売を開始した。AIサポート機能やカバレッジアドバイザー機能などが加わっている。,テクマトリックスは、Parasoft CorporationのC言語およびC++言語対応テストツールの新バージョン「C++test 2020.2」の販売を開始した。AIサポート機能やカバレッジアドバイザー機能などが加わっている。,Mon Feb 15 2021 10:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/15/news048.html
「スマートテレオートノミー」がリモート化と自律化の課題を相補的に解決する,NEDO（新エネルギー・産業技術総合開発機構）は、XRとAIなどを組み合わせた自律化により高度な遠隔操作を実現する技術「スマートテレオートノミー」について説明した。,NEDO（新エネルギー・産業技術総合開発機構）は、XRとAIなどを組み合わせた自律化により高度な遠隔操作を実現する技術「スマートテレオートノミー」について説明した。,Mon Feb 15 2021 08:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/15/news057.html
リアルな意見がメーカーの“次の一手”に、体験型店舗「b8ta」の可能性,2020年8月、東京に米国発の体験型小売店舗「b8ta（ベータ）」がオープンした。「RaaS（Retail as a Service）」とも呼ばれる体験型小売店舗の取り組みは、顧客とのタッチポイント創出に悩むメーカーにとって注目に値する。ベータ・ジャパンの担当者に、体験型小売店舗の可能性について話を聞いた。,2020年8月、東京に米国発の体験型小売店舗「b8ta（ベータ）」がオープンした。「RaaS（Retail as a Service）」とも呼ばれる体験型小売店舗の取り組みは、顧客とのタッチポイント創出に悩むメーカーにとって注目に値する。ベータ・ジャパンの担当者に、体験型小売店舗の可能性について話を聞いた。,Fri Feb 12 2021 14:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/12/news040.html
富士ゼロックスの複合機とプリンタの制御エンジンに採用されたリアルタイムOS,イーソルのリアルタイムOS「eT-Kernel Compact」をベースとしたソフトウェアプラットフォームが、富士ゼロックスの複合機およびプリンタの新機種3製品に採用された。,イーソルのリアルタイムOS「eT-Kernel Compact」をベースとしたソフトウェアプラットフォームが、富士ゼロックスの複合機およびプリンタの新機種3製品に採用された。,Fri Feb 12 2021 08:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/12/news039.html
ラズパイでRFIDを活用したトレーサビリティーシステムを構築する（その1）,小型ボードコンピュータ「Raspberry Pi（ラズパイ）」を使って、低コストかつ現場レベルでIoT（モノのインターネット）を活用する手法について解説する本連載。第6回は、ラズパイとRFIDを活用したトレーサビリティーシステム構築のコンセプトについて解説します。,小型ボードコンピュータ「Raspberry Pi（ラズパイ）」を使って、低コストかつ現場レベルでIoT（モノのインターネット）を活用する手法について解説する本連載。第6回は、ラズパイとRFIDを活用したトレーサビリティーシステム構築のコンセプトについて解説します。,Wed Feb 10 2021 11:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/10/news008.html
AIカメラサービスに、新たなAIモードや混雑予測などを追加,オプティムは、AI画像解析サービス「OPTiM AI Camera」の基本プランに、新たなAIモードや混雑予測、営業時間外設定機能、カメラ無通信検知機能を追加した。,オプティムは、AI画像解析サービス「OPTiM AI Camera」の基本プランに、新たなAIモードや混雑予測、営業時間外設定機能、カメラ無通信検知機能を追加した。,Wed Feb 10 2021 08:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/10/news043.html
屋内飛行向け“羽根のない”ドローン、マイクロブロアで静音性と安全性を実現,NTTドコモがオンラインで開催した展示会「docomo Open House 2021」で、同社が研究開発中の「羽根のないドローン」が出展された。風船型の機体でマイクロブロアによる空気噴出によって飛行する。通常のドローンと異なりプロペラや翼を持たないため、高い安全性と静音性を実現。主に、屋内飛行での運用を想定する。,NTTドコモがオンラインで開催した展示会「docomo Open House 2021」で、同社が研究開発中の「羽根のないドローン」が出展された。風船型の機体でマイクロブロアによる空気噴出によって飛行する。通常のドローンと異なりプロペラや翼を持たないため、高い安全性と静音性を実現。主に、屋内飛行での運用を想定する。,Tue Feb 09 2021 14:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/09/news039.html
低速車両やドローン向け、カメラと組み合わせて使うSLAMソフトウェアを提供,ディジタルメディアプロフェッショナルは、低速車両やドローンなどに適したSLAMソフトウェア「ZIA SLAM」の提供を開始した。高精度、高速で動作し、最新のROSや安価なカメラに対応するため、容易にデバイスの高性能化、コスト低減化が図れる。,ディジタルメディアプロフェッショナルは、低速車両やドローンなどに適したSLAMソフトウェア「ZIA SLAM」の提供を開始した。高精度、高速で動作し、最新のROSや安価なカメラに対応するため、容易にデバイスの高性能化、コスト低減化が図れる。,Tue Feb 09 2021 08:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/09/news052.html
IoTデバイスに不可欠な「アンテナ」「無線モジュール」「SIMカード」の役割,IoTデバイスの基本的な構成から、必要な認証、デバイス選定までを前後編で解説する本連載。前編では、基本的な構成の中でも、通信に関する機能を持つ「アンテナ」「無線モジュール」「SIMカード」について詳しく解説する。,IoTデバイスの基本的な構成から、必要な認証、デバイス選定までを前後編で解説する本連載。前編では、基本的な構成の中でも、通信に関する機能を持つ「アンテナ」「無線モジュール」「SIMカード」について詳しく解説する。,Mon Feb 08 2021 10:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/08/news004.html
熱電材料と磁性材料の組み合わせで新しい熱電効果、世界最高の熱電能を観測,物質・材料研究機構は、熱電材料と磁性材料を組み合わせた新原理「横型熱電効果」を発案し、世界最高の熱電能を観測した。汎用性の高い環境発電技術や高感度な熱流センサーへの応用が期待される。,物質・材料研究機構は、熱電材料と磁性材料を組み合わせた新原理「横型熱電効果」を発案し、世界最高の熱電能を観測した。汎用性の高い環境発電技術や高感度な熱流センサーへの応用が期待される。,Mon Feb 08 2021 08:30:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/08/news040.html
量子アニーリングの前後処理を自動化するサービス、フィックスターズが無償提供,フィックスターズは2021年2月1日、量子アニーリングマシンごとに異なる仕様や制約条件に合わせてアプリケーションコードを開発できるクラウドサービス「Fixstars Amplify」をリリースしたと発表した。メーカーごとに異なるマシンの仕様に合わせて、各マシンに最適化する処理などを自動的に実行する。,フィックスターズは2021年2月1日、量子アニーリングマシンごとに異なる仕様や制約条件に合わせてアプリケーションコードを開発できるクラウドサービス「Fixstars Amplify」をリリースしたと発表した。メーカーごとに異なるマシンの仕様に合わせて、各マシンに最適化する処理などを自動的に実行する。,Fri Feb 05 2021 14:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/05/news023.html
ブロックチェーンを利用したM2M領域向けの決済ソリューションを開発,JCBとKeychainは、M2M領域におけるマイクロペイメント向け決済インフラに関するソリューションを開発し、実証実験を開始した。モノとモノが人を介さずに、自動的かつ円滑に契約や決済を執行できる機能を提供する。,JCBとKeychainは、M2M領域におけるマイクロペイメント向け決済インフラに関するソリューションを開発し、実証実験を開始した。モノとモノが人を介さずに、自動的かつ円滑に契約や決済を執行できる機能を提供する。,Fri Feb 05 2021 11:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/05/news046.html
富士通スピンオフのQDレーザがロービジョン用アイウェアを量産、価格も大幅低減,QDレーザが、オンラインで会見を開き東証マザーズへの上場に向けて同社の事業展開を説明した。2006年の創業からレーザーデバイス事業を中核としてきた同社だが、株式上場で調達した資金を活用して、極めて視力の低いロービジョンの補助に有効な「RETISSAシリーズ」の量産と低価格化を実現してレーザーアイウェア事業を拡大させる方針だ。,QDレーザが、オンラインで会見を開き東証マザーズへの上場に向けて同社の事業展開を説明した。2006年の創業からレーザーデバイス事業を中核としてきた同社だが、株式上場で調達した資金を活用して、極めて視力の低いロービジョンの補助に有効な「RETISSAシリーズ」の量産と低価格化を実現してレーザーアイウェア事業を拡大させる方針だ。,Fri Feb 05 2021 08:00:00 GMT+0900 (日本標準時),https://monoist.atmarkit.co.jp/mn/articles/2102/05/news044.html
